text,text_indexes
might so have tempted him as you have done,"[171, 29, 20, 4985, 23, 22, 7, 20]"
i thank thee fellow thou servest me and ill,"[3, 261, 40, 322, 28, 6154, 15, 4]"
even so it was with me when i was young,"[167, 29, 14, 53, 21, 15, 58, 3]"
on the death of the deer and to humour the,"[42, 2, 127, 6, 2, 1382, 4, 5]"
the way to dusty death out out brief candle,"[2, 148, 5, 11421, 127, 89, 89, 784]"
my mistress heart and did the act of darkness with,"[10, 299, 111, 4, 86, 2, 660, 6]"
hereafter i pray you mock at em that is all,"[1960, 3, 123, 7, 823, 46, 376, 9]"
for love of you not hate unto my friend,"[16, 59, 6, 7, 12, 433, 421, 10]"
part to intermingle with them but for which of my,"[174, 5, 12401, 21, 64, 19, 16, 66]"
i carried from thee dear and my true lip,"[3, 1894, 60, 40, 232, 4, 10, 129]"
first as i am his kinsman and his subject,"[157, 22, 3, 49, 25, 2642, 4, 25]"
were in his time thought false and sinons weeping,"[74, 11, 25, 110, 233, 364, 4, 9748]"
find mercy in the law tis his if none,"[153, 501, 11, 2, 411, 98, 25, 30]"
let gallows gape for dog let man go free,"[61, 1876, 3030, 16, 452, 61, 65, 76]"
three great oaths would scarce make that be believed,"[225, 124, 858, 43, 866, 82, 9, 18]"
then if he lose he makes a swanlike end,"[62, 30, 17, 392, 17, 285, 8, 11697]"
not my sword but take my pistol if thou wilt,"[12, 10, 257, 19, 95, 10, 2765, 30]"
thy father was as thou art duke of york,"[41, 165, 53, 22, 28, 118, 176, 6]"
my honest grief unto him and as my lord,"[10, 323, 401, 421, 23, 4, 22, 10]"
chief factors for the gods i do not know,"[1588, 9193, 16, 2, 201, 3, 31, 12]"
and thats far worse than none better have none,"[4, 250, 304, 455, 79, 177, 199, 20]"
but what mystery there should be in hanging if i,"[19, 32, 3624, 73, 83, 18, 11, 1877]"
and shall i stand and thou sit in my throne,"[4, 35, 3, 181, 4, 28, 383, 11]"
we have been called so of many not that our heads,"[38, 20, 125, 840, 29, 6, 227, 12]"
prove them and i lie open to the law,"[341, 64, 4, 3, 249, 638, 5, 2]"
dead sure and this his grave whats on this tomb,"[180, 252, 4, 24, 25, 520, 436, 42]"
her wheel that her gifts may henceforth be bestowed equally,"[34, 2075, 9, 34, 1397, 80, 3056, 18]"
ah ha my lord this prince is not an edward,"[575, 528, 10, 67, 24, 265, 13, 12]"
of raging waste it cannot hold it will not,"[6, 3413, 1358, 14, 162, 192, 14, 26]"
yes that you did sir and forswore it too,"[477, 9, 7, 86, 57, 4, 6754, 14]"
upon thee come bring me to some private place,"[105, 40, 52, 208, 15, 5, 103, 1901]"
well he shall be beheaded for it ten times ah,"[51, 17, 35, 18, 8570, 16, 14, 499]"
than i that have not well the gift of tongue,"[79, 3, 9, 20, 12, 51, 2, 985]"
think so which is another spur to my departure,"[100, 29, 66, 13, 371, 1544, 5, 10]"
how i would make him fawn and beg and seek,"[70, 3, 43, 82, 23, 2609, 4, 577]"
i do believe it for they passd by me,"[3, 31, 422, 14, 16, 45, 2176, 36]"
oeillades sometimes the beam of her view gilded my,"[11785, 1539, 2, 2867, 6, 34, 1101, 5430]"
or seeming so in skill cannot or will not,"[50, 2323, 29, 11, 1447, 162, 50, 26]"
and so once more return and tell his grace,"[4, 29, 210, 55, 688, 4, 94, 25]"
a repulse though your attempt as you call it,"[8, 6806, 143, 27, 1671, 22, 7, 166]"
shall not be sent my hand will serve the turn,"[35, 12, 18, 301, 10, 112, 26, 382]"
why let the war receive t in valiant gore,"[91, 61, 2, 368, 1248, 482, 11, 958]"
god and our good cause fight upon our side,"[122, 4, 56, 47, 270, 354, 105, 56]"
potatoes let it thunder to the tune of green,"[12085, 61, 14, 1396, 5, 2, 951, 6]"
with him my lord for he hath done me wrong,"[21, 23, 10, 67, 16, 17, 75, 132]"
i very well agree with you in the hopes of him it,"[3, 142, 51, 2831, 21, 7, 11, 2]"
this do thou for my love and so let him,"[24, 31, 28, 16, 10, 59, 4, 29]"
thanks to you all and leave us fare you well,"[592, 5, 7, 37, 4, 136, 81, 554]"
when whats not meet but what must be was law,"[58, 436, 12, 253, 19, 32, 88, 18]"
and from this fellow if we live thus tamely,"[4, 60, 24, 322, 30, 38, 163, 145]"
that is the chain sir which you had of me,"[9, 13, 2, 817, 57, 66, 7, 77]"
had no other books but the score and the tally thou,"[77, 33, 173, 1496, 19, 2, 1998, 4]"
and we shall shock them nought shall make us rue,"[4, 38, 35, 5660, 64, 1069, 35, 82]"
the queen drops the box pisanio takes it up,"[2, 202, 1525, 2, 1649, 2518, 647, 14]"
when i shall ask the banns and when be married,"[58, 3, 35, 428, 2, 6126, 4, 58]"
with truant vows to her own lips he loves,"[21, 3363, 1189, 5, 34, 121, 508, 17]"
but that a wise burgher put in for them,"[19, 9, 8, 471, 11440, 170, 11, 16]"
marry this is yet but young and may be left,"[237, 24, 13, 84, 19, 220, 4, 80]"
you that way and you this but two in company,"[7, 9, 148, 4, 7, 24, 19, 137]"
so shall i clothe me in a forced content,"[29, 35, 3, 4692, 15, 11, 8, 1500]"
gentle and one that is your friend i can tell you,"[529, 4, 68, 9, 13, 27, 235, 3]"
for him thou labourst by thy flight to shun,"[16, 23, 28, 11487, 36, 41, 1717, 5]"
fie on thee wretch tis pity that thou livest,"[736, 42, 40, 1512, 98, 480, 9, 28]"
and he that throws not up his cap for joy,"[4, 17, 9, 3871, 12, 107, 25, 1029]"
what should i don this robe and trouble you,"[32, 83, 3, 1422, 24, 3309, 4, 953]"
master your love must live a maid at home,"[144, 27, 59, 88, 163, 8, 424, 46]"
take heed the queen come not within his sight,"[95, 1011, 2, 202, 52, 12, 335, 25]"
i am known to be a humorous patrician and one that,"[3, 49, 369, 5, 18, 8, 9478, 9479]"
the which shall point you forth at every sitting,"[2, 66, 35, 527, 7, 294, 46, 275]"
away with her and waft her hence to france,"[159, 21, 34, 4, 4368, 34, 287, 5]"
but dead they are and devilish slave by thee,"[19, 180, 45, 39, 4, 12847, 724, 36]"
person hath here writ i must to the learnedin good time,"[665, 75, 72, 634, 3, 88, 5, 2]"
whom heavens in justice both on her and hers,"[222, 497, 11, 621, 164, 42, 34, 4]"
you bear to womenas i perceive by your simpering,"[7, 169, 5, 9131, 3, 796, 36, 27]"
though war nor no known quarrel were in question,"[143, 368, 117, 33, 369, 869, 74, 11]"
thou speakst it falsely as i love mine honour,"[28, 2139, 14, 5226, 22, 3, 59, 102]"
of all the trades in rome look i am going,"[6, 37, 2, 5465, 11, 375, 115, 3]"
sconce call you it so you would leave battering i,"[3212, 166, 7, 14, 29, 7, 43, 136]"
livest dear kate take a fellow of plain and,"[2409, 232, 584, 95, 8, 322, 6, 613]"
do not draw back for we will mourn with thee,"[31, 12, 385, 289, 16, 38, 26, 1632]"
our care and pity is so much upon you,"[56, 331, 4, 480, 13, 29, 104, 105]"
i would set down and insert int could you not,"[3, 43, 196, 150, 4, 9957, 835, 128]"
the ass if thou wert the ass thy dulness would,"[2, 640, 30, 28, 648, 2, 640, 41]"
now if you are a maid answer to this,"[44, 30, 7, 39, 8, 424, 298, 5]"
then die a calf before your horns do grow,"[62, 193, 8, 2705, 168, 27, 950, 31]"
a french hose come in tailor here you may,"[8, 532, 1828, 52, 11, 1791, 72, 7]"
refused and upon the grief of this suddenly died,"[4460, 4, 105, 2, 401, 6, 24, 2133]"
do as the carrion does not as the flower,"[31, 22, 2, 5127, 271, 12, 22, 2]"
events in the womb of time which will be delivered,"[5830, 11, 2, 2208, 6, 110, 66, 26]"
he has a son who shall be flayed alive then,"[17, 198, 8, 161, 106, 35, 18, 6002]"
madam hes gone to serve the duke of florence,"[357, 283, 207, 5, 382, 2, 176, 6]"
the time will come when thou shalt wish for me,"[2, 110, 26, 52, 58, 28, 273, 339]"
enter chancellor places himself at the upper end of the table on the left hand a seat being left void above him as for cranmers seat suffolk norfolk surrey chamberlain gardiner seat themselves in order on each side cromwell at lower end as secretary keeper at the door,"[113, 10638, 1520, 315, 46, 2, 4625, 278]"
why should you fear is not your city strong,"[91, 83, 7, 135, 13, 12, 27, 740]"
let it be forbid sir so should i be a great deal,"[61, 14, 18, 1589, 57, 29, 83, 3]"
breed by his sufferance more of such a kind,"[1207, 36, 25, 3219, 55, 6, 99, 8]"
this was my dream what it doth bode god knows,"[24, 53, 10, 635, 32, 14, 140, 4324]"
theres one grape yet i am sure thy father drunk,"[244, 68, 4462, 84, 3, 49, 252, 41]"
is more to bread than stone hence shall we see,"[13, 55, 5, 2207, 79, 1016, 287, 35]"
you train me to offend you get you in,"[7, 1006, 15, 5, 1206, 7, 242, 7]"
in vain thou speakst poor boy my fathers blood,"[11, 1001, 28, 2139, 160, 238, 10, 453]"
withdrawn her father to break with him about it,"[12276, 34, 165, 5, 296, 21, 23, 268]"
come to the forge with it then shape it i would,"[52, 5, 2, 5809, 21, 14, 62, 832]"
so god help warwick as he loves the land,"[29, 122, 284, 540, 22, 17, 333, 2]"
this news was brought to richard but even now,"[24, 320, 53, 437, 5, 597, 19, 167]"
they are up already and call for eggs and butter,"[45, 39, 107, 934, 4, 166, 16, 4941]"
to the water side i must conduct your grace,"[5, 2, 651, 416, 3, 88, 1936, 27]"
king in you it best lies otherwise a seducer,"[93, 11, 7, 14, 194, 396, 2672, 8]"
and the right wife otherwise tis light and not,"[4, 2, 260, 191, 2672, 98, 286, 4]"
cry to be heard as twere from heaven to earth,"[360, 5, 18, 215, 22, 612, 60, 138]"
but this lies all within the will of god,"[19, 24, 396, 37, 335, 2, 26, 6]"
cow short horns but to a cow too curst he sends none,"[3199, 726, 950, 19, 5, 8, 3199, 96]"
hath death lain with thy wife there she lies,"[75, 127, 5586, 21, 41, 191, 73, 48]"
put on thee by my lord thou neer shalt see,"[170, 42, 40, 36, 10, 67, 28, 314]"
i know is such a wrest in their affairs,"[3, 69, 13, 99, 8, 5087, 11, 92]"
why do you look so strange upon your wife,"[91, 31, 7, 115, 29, 431, 105, 27]"
three pound lift as much as his brother hector,"[225, 1026, 2375, 22, 104, 22, 25, 262]"
cunning of it i found it thrown in at the,"[1201, 6, 14, 3, 344, 14, 1961, 11]"
whats done i the capitol whos like to rise,"[436, 132, 3, 2, 3221, 1266, 87, 5]"
your loss your sport i hope you know that we,"[27, 579, 27, 542, 3, 229, 7, 69]"
and if the boy have not a womans gift,"[4, 30, 2, 238, 20, 12, 8, 1002]"
constantly thou hast stuck to the bare fortune of,"[6923, 28, 155, 2588, 5, 2, 1443, 406]"
i will not hence and leave my husband here,"[3, 26, 12, 287, 4, 136, 10, 307]"
take leave and part for you must part forthwith,"[95, 136, 4, 174, 16, 7, 88, 174]"
he beats thee gainst the odds thy lustre thickens,"[17, 2158, 40, 1180, 2, 1376, 41, 4544]"
that i take for you is as easy as thanks if i do,"[9, 3, 95, 16, 7, 13, 22, 962]"
heaven doth with us as we with torches do,"[138, 140, 21, 81, 22, 38, 21, 2908]"
it of you and rosemary that it would do you good,"[14, 6, 7, 4, 7848, 9, 14, 43]"
i vowd base knight when i did meet thee next,"[3, 2416, 669, 699, 58, 3, 86, 253]"
that fears a painted devil if he do bleed,"[9, 1077, 8, 1854, 348, 30, 17, 31]"
for thousand yorks he shall not hide his head,"[16, 454, 3793, 17, 35, 12, 564, 25]"
my master calls me i must not say no,"[10, 144, 1086, 15, 3, 88, 12, 71]"
good heart and i faith i will tell her as much,"[47, 111, 4, 3, 206, 3, 26, 94]"
they feared the death they have borne life away,"[45, 4995, 2, 127, 45, 20, 994, 120]"
thou entreat for her if you be a true lover,"[28, 830, 16, 34, 30, 7, 18, 8]"
draw that thy honest sword which thou hast worn,"[385, 9, 41, 323, 257, 66, 28, 155]"
both i am the king for so stands the comparison,"[164, 3, 49, 2, 93, 16, 29, 556]"
o a thousand thousand times and then of so,"[54, 8, 454, 454, 443, 4, 62, 6]"
the body is with the king but the king is not with,"[2, 439, 13, 21, 2, 93, 19, 2]"
than death can yield me here by my abode,"[79, 127, 97, 588, 15, 72, 36, 10]"
go seek him out speak fair and bring the body,"[76, 338, 23, 89, 101, 156, 4, 208]"
you must learn to know such slanders of the age or,"[7, 88, 697, 5, 69, 99, 3761, 6]"
a fool sir at a womans service and a knave at a mans,"[8, 216, 57, 46, 8, 1002, 526, 4]"
do de de de sessa come march to wakes and,"[31, 538, 538, 538, 7387, 52, 761, 5]"
we must both give and take my gracious lord,"[38, 88, 164, 90, 4, 95, 10, 960]"
i also wish it to you i think this honourable lord,"[3, 1167, 339, 14, 5, 7, 3, 100]"
stay yet look back with me unto the tower,"[226, 84, 115, 289, 21, 15, 421, 2]"
where ill men were and was the best of all,"[108, 63, 116, 74, 4, 53, 2, 194]"
would you buy her that you inquire after her,"[43, 7, 650, 34, 9, 7, 2311, 316]"
god knows i had as lief be none as one,"[122, 365, 3, 77, 22, 1963, 18, 177]"
let not my cold words here accuse my zeal,"[61, 12, 10, 415, 213, 72, 1949, 10]"
by richard that dead is the next of blood,"[36, 597, 9, 180, 13, 2, 503, 6]"
in all the rest showd a most noble patience,"[11, 37, 2, 234, 1288, 8, 126, 336]"
is sicklied oer with the pale cast of thought,"[13, 9967, 426, 21, 2, 596, 725, 6]"
stones by gar he shall not have a stone to throw,"[1213, 36, 1195, 17, 35, 12, 20, 8]"
and here he means to spend his time awhile,"[4, 72, 17, 326, 5, 799, 25, 110]"
i faith lady i think your blazon to be true,"[3, 206, 185, 3, 100, 27, 12302, 5]"
and yet he rides it out now please you wit,"[4, 84, 17, 4249, 14, 89, 44, 239]"
thou disputest like an infant go whip thy gig,"[28, 11253, 87, 78, 4395, 76, 1347, 41]"
i would be loath to have you overflown with a,"[3, 43, 18, 1286, 5, 20, 7, 12177]"
marry sir i have matter in my head against you,"[237, 57, 3, 20, 309, 11, 10, 189]"
if i could bear it longer and not fall,"[30, 3, 128, 169, 14, 786, 4, 12]"
when caesar lived he durst not thus have moved me,"[58, 347, 754, 17, 918, 12, 145, 20]"
ay to devour him as the hungry plebeians would the,"[147, 5, 9473, 23, 22, 2, 3435, 4607]"
of whom hes chief with all the size that verity,"[6, 222, 283, 1588, 21, 37, 2, 3141]"
gods will and his pleasure captain i beseech you,"[201, 26, 4, 25, 691, 744, 3, 457]"
you must not leave me yet i must to bed,"[7, 88, 12, 136, 15, 84, 3, 88]"
no die but an ace for him for he is but one,"[33, 193, 19, 78, 7744, 16, 23, 16]"
that with his sons a terror to our foes,"[9, 21, 25, 483, 8, 2257, 5, 56]"
let love being light be drowned if she sink,"[61, 59, 195, 286, 18, 2193, 30, 48]"
ransom him to any french courtier for a newdevised,"[1611, 23, 5, 131, 532, 1951, 16, 8]"
could to die before and he is one of the patterns,"[128, 5, 193, 168, 4, 17, 13, 68]"
but is there any else longs to see this broken music,"[19, 13, 73, 131, 211, 3507, 5, 85]"
but there is no such man for brother men,"[19, 73, 13, 33, 99, 65, 16, 262]"
and for his dreams i wonder he is so fond,"[4, 16, 25, 1648, 3, 658, 17, 13]"
youth to an answer i think oxen and wainropes,"[374, 5, 78, 298, 3, 100, 4271, 4]"
out and give it him but there was such laughing,"[89, 4, 90, 14, 23, 19, 73, 53]"
the modesty of nature for any thing so overdone is,"[2, 2649, 6, 378, 16, 131, 179, 29]"
should be lamed with reasons and the other mad,"[83, 18, 6528, 21, 1428, 4, 2, 173]"
scall scurvy cogging companion the host of the garter,"[11944, 1956, 7681, 2767, 2, 791, 6, 2]"
the latest of my wealth ill share amongst you,"[2, 5163, 6, 10, 829, 63, 1613, 1997]"
aside to costard they have been at a great feast,"[269, 5, 2223, 45, 20, 125, 46, 8]"
behalf of the maid for i knew the young count to be,"[1642, 6, 2, 424, 16, 3, 399, 2]"
ashamed to show hell not shame to tell you what it means,"[2402, 5, 209, 293, 12, 290, 5, 94]"
what though i killd her husband and her father,"[32, 143, 3, 889, 34, 307, 4, 34]"
of all the days of the year upon that day,"[6, 37, 2, 427, 6, 2, 806, 105]"
none wed the second but who killd the first,"[177, 1535, 2, 947, 19, 106, 889, 2]"
so doth the hound his master the ape his keeper,"[29, 140, 2, 2692, 25, 144, 2, 2328]"
his lordship knows me well and loves me well,"[25, 911, 365, 15, 51, 4, 333, 15]"
now now i have not winked since i saw these,"[44, 44, 3, 20, 12, 14270, 212, 3]"
the bull being galld gave aries such a knock,"[2, 2723, 195, 5455, 366, 13633, 99, 8]"
turn therefore say what a paragon she is and thou,"[291, 245, 71, 32, 8, 4689, 48, 13]"
your pate i will carry no crotchets ill re you,"[27, 1491, 3, 26, 848, 33, 5827, 63]"
reenter king lear with cordelia dead in his arms edgar captain and others following,"[906, 93, 1685, 21, 2968, 180, 11, 25]"
this is no place this house is but a butchery,"[24, 13, 33, 214, 24, 190, 13, 19]"
the best in this kind are but shadows and the worst,"[2, 194, 11, 24, 317, 39, 19, 3686]"
open ear a quick eye and a nimble hand is,"[638, 435, 8, 751, 241, 4, 8, 4519]"
i charge thee invite them all let in the tide,"[3, 362, 40, 3183, 64, 37, 61, 11]"
not to pick bad from bad but by bad mend,"[12, 5, 2242, 551, 60, 551, 19, 36]"
than had i seen the vaulty top of heaven,"[79, 77, 3, 310, 2, 10746, 1323, 6]"
your nose says no you are not for it stands too right,"[27, 846, 353, 33, 7, 39, 12, 16]"
that cravens my weak hand come heres my heart,"[9, 9749, 10, 811, 112, 52, 380, 10]"
proclamation but he made a groan at it and swore,"[5828, 19, 17, 114, 8, 1582, 46, 14]"
and in this covert will we make our stand,"[4, 11, 24, 6341, 26, 38, 82, 56]"
let me hear a staff a stanze a verse lege domine,"[61, 15, 119, 8, 1176, 8, 11191, 8]"
to soar with his light feathers and so bound,"[5, 3824, 21, 25, 286, 3409, 4, 29]"
his sword een like a dancer while i struck,"[25, 257, 1473, 87, 8, 9240, 356, 3]"
beggar they will lazy out ten to see a dead,"[1072, 45, 26, 3965, 89, 499, 5, 85]"
and thou wilt show more bright and seem more virtuous,"[4, 28, 292, 209, 55, 1252, 4, 463]"
for you must know we have with special soul,"[16, 7, 88, 69, 38, 20, 21, 2181]"
is not vainglory for a man and his glass to confer,"[13, 12, 6929, 16, 8, 65, 4, 25]"
adding to clouds more clouds with his deep sighs,"[5772, 5, 1335, 55, 1335, 21, 25, 632]"
if his chief good and market of his time,"[30, 25, 1588, 47, 4, 3384, 6, 25]"
for it is you that puts us to our shifts,"[16, 14, 13, 7, 9, 1372, 81, 5]"
i have heard a sonnet begin so to ones mistress,"[3, 20, 215, 8, 3157, 746, 29, 5]"
the pendent world or to be worse than worst,"[2, 11496, 133, 50, 5, 18, 455, 79]"
of lying he hath wronged me in some humours i,"[6, 2389, 17, 75, 2220, 15, 11, 103]"
anne bullen no ill no anne bullens for him,"[771, 10580, 33, 63, 33, 771, 10581, 16]"
yea bloody cloth ill keep thee for i wishd,"[458, 800, 3109, 63, 183, 40, 16, 3]"
ne veux point que vous abaissiez votre grandeur en,"[5627, 10481, 527, 2354, 1867, 10482, 7204, 10483]"
indeed would make one think there might be thought,"[254, 43, 82, 68, 100, 73, 171, 18]"
and he whose pious breath seeks to convert you,"[4, 17, 255, 5551, 373, 1833, 5, 4708]"
lo lo lo lo what modicums of wit he utters his,"[1219, 1219, 1219, 1219, 32, 13725, 6, 276]"
in peace the clown shall make those laugh whose,"[11, 223, 2, 2449, 35, 82, 182, 679]"
jove i thank thee i will smile i will do,"[970, 3, 261, 40, 3, 26, 759, 3]"
call up my brother o would you had had her,"[166, 107, 10, 262, 54, 43, 7, 77]"
which now the loving haste of these our friends,"[66, 44, 2, 1287, 519, 6, 109, 56]"
this is the mouth o the cell no noise and enter,"[24, 13, 2, 513, 54, 2, 2108, 33]"
twould put me to my slipper but i feel not,"[2298, 170, 15, 5, 10, 7799, 19, 3]"
within whoeer he be you may not be let in,"[335, 4273, 17, 18, 7, 80, 12, 18]"
never go home here starve we out the night,"[130, 76, 267, 72, 2374, 38, 89, 2]"
mouthed bottle either too much at once or none at,"[6560, 1629, 587, 96, 104, 46, 210, 50]"
then keep thy vow sirrah when thou meetest the fellow,"[62, 183, 41, 778, 692, 58, 28, 10419]"
the worst that may befall me in this case,"[2, 601, 9, 80, 4396, 15, 11, 24]"
for edward for my brother for his sake why sirs,"[16, 567, 16, 10, 262, 16, 25, 402]"
o the song would god would serve the world so all,"[54, 2, 1115, 43, 122, 43, 382, 2]"
who i why hell answer nobody he professes not,"[106, 3, 91, 293, 298, 2780, 17, 5208]"
bull now dog loo paris loo now my double,"[2723, 44, 452, 4912, 1388, 4912, 44, 10]"
out of thy honest truth to play the woman,"[89, 6, 41, 323, 263, 5, 282, 2]"
both sides are even here ill sit i the midst,"[164, 1187, 39, 167, 72, 63, 383, 3]"
his helm more hacked than hectors and how he looks,"[25, 2654, 55, 6076, 79, 3200, 4, 70]"
the more i hate the more he follows me,"[2, 55, 3, 433, 2, 55, 17, 1470]"
and when it breaks i fear will issue thence,"[4, 58, 14, 2425, 3, 135, 26, 964]"
why ask you hear you aught of her in yours,"[91, 428, 7, 119, 7, 850, 6, 34]"
famed be thy tutor and thy parts of nature,"[4410, 18, 41, 4096, 4, 41, 718, 6]"
and yet enrichd it too she gave it me and said,"[4, 84, 6901, 14, 96, 48, 366, 14]"
speak to me home mince not the general tongue,"[101, 5, 15, 267, 5328, 12, 2, 710]"
see how my sword weeps for the poor kings death,"[85, 70, 10, 257, 1501, 16, 2, 160]"
i will not eat my word now thou art mine,"[3, 26, 12, 430, 10, 172, 44, 28]"
fore god they have given me a rouse already,"[2073, 122, 45, 20, 388, 15, 8, 1882]"
a fault on us your tribunes that we laboured,"[8, 405, 42, 81, 27, 1602, 9, 38]"
in the base court base court where kings grow base,"[11, 2, 669, 308, 669, 308, 108, 329]"
well would i were gently put out of office,"[51, 43, 3, 74, 2057, 170, 89, 6]"
whose heir my father was and i am his,"[255, 945, 10, 165, 53, 4, 3, 49]"
look in upon me then and speak with me,"[115, 11, 105, 15, 62, 4, 101, 21]"
that in himself which he spurs on his power,"[9, 11, 315, 66, 17, 2301, 42, 25]"
by this hand i will take thee a box on the ear,"[36, 24, 112, 3, 26, 95, 40, 8]"
i faith his hair is of a good colour,"[3, 206, 25, 572, 13, 6, 8, 47]"
and this is he that did the tiger board,"[4, 24, 13, 17, 9, 86, 2, 3446]"
to thee the book even of my secret soul,"[5, 40, 2, 657, 167, 6, 10, 1557]"
or else she could not have the wit to do this the,"[50, 211, 48, 128, 12, 20, 2, 276]"
for this is thine and not king henrys heirs,"[16, 24, 13, 230, 4, 12, 93, 2421]"
and bring me word what he doth say to thee,"[4, 208, 15, 172, 32, 17, 140, 71]"
o but they say the tongues of dying men,"[54, 19, 45, 71, 2, 915, 6, 2582]"
a slave that still an end turns me to shame,"[8, 724, 9, 204, 78, 278, 1419, 15]"
afford her that were she other than she is she,"[3672, 34, 9, 74, 48, 173, 79, 48]"
let them set on at once for i perceive,"[61, 64, 196, 42, 46, 210, 16, 3]"
since you can cog ill play no more with you,"[212, 7, 97, 4045, 63, 282, 33, 55]"
divide me like a bribe buck each a haunch i will,"[3003, 15, 87, 8, 5438, 2501, 462, 8]"
france is a stable we that dwell int jades,"[240, 13, 8, 4943, 38, 9, 1584, 835]"
for warwick and his friends god and saint george,"[16, 540, 4, 25, 217, 122, 4, 916]"
yea and the best person too and he is a very,"[458, 4, 2, 194, 665, 96, 4, 17]"
i rest much bounden to you fare you well,"[3, 234, 104, 8965, 5, 7, 554, 7]"
tell him from me that he hath done me wrong,"[94, 23, 60, 15, 9, 17, 75, 132]"
i cannot do it yet ill hammer it out,"[3, 162, 31, 14, 84, 63, 5081, 14]"
out more apparel than the man but art not thou,"[89, 55, 1935, 79, 2, 65, 19, 118]"
with the story of the prodigal fresh and new go,"[21, 2, 1230, 6, 2, 3948, 896, 4]"
have you forgot all sense of place and duty,"[20, 7, 941, 37, 670, 6, 214, 4]"
occasion to use me for your own turn you shall find,"[1598, 5, 243, 15, 16, 27, 121, 291]"
park about midnight at hernes oak and you shall,"[2059, 268, 2124, 46, 4861, 1678, 4, 7]"
prithee no more let him come when he will,"[515, 33, 55, 61, 23, 52, 58, 17]"
ay all of them at bristol lost their heads,"[147, 37, 6, 64, 46, 7858, 325, 92]"
ay i know who tis he hath no interest in me in,"[147, 3, 69, 106, 98, 17, 75, 33]"
and when i rear my hand do you the like,"[4, 58, 3, 2826, 10, 112, 31, 7]"
that he did buffet thee and in his blows,"[9, 17, 86, 5335, 40, 4, 11, 25]"
and leave the world for me to bustle in,"[4, 136, 2, 133, 16, 15, 5, 12844]"
which he will put on us as pigeons feed their young,"[66, 17, 26, 170, 42, 81, 22, 3506]"
shall fly out of itself nor sleep nor sanctuary,"[35, 319, 89, 6, 758, 117, 324, 117]"
thou say thou serge nay thou buckram lord now,"[28, 71, 28, 8571, 151, 28, 3716, 67]"
how the devil luxury with his fat rump and,"[70, 2, 348, 13861, 21, 25, 802, 13862]"
makes honest and those that she makes honest she,"[285, 323, 4, 182, 9, 48, 285, 323]"
i will come after you with what good speed,"[3, 26, 52, 316, 7, 21, 32, 47]"
take heed o the foul fiend obey thy parents,"[95, 1011, 54, 2, 425, 1214, 1039, 41]"
where one part does disdain with cause the other,"[108, 68, 174, 271, 2612, 21, 270, 2]"
to meet the least occasion that may give me,"[5, 253, 2, 734, 1598, 9, 80, 90]"
let me have such a bowl may hold my thanks,"[61, 15, 20, 99, 8, 3619, 80, 192]"
i have oershot myself to tell you of it,"[3, 20, 7347, 256, 5, 94, 7, 6]"
tell him ill send duke edmund to the tower,"[94, 23, 63, 332, 176, 1433, 5, 2]"
where thou shalt rest that thou mayst hear of us,"[108, 28, 273, 234, 9, 28, 1033, 119]"
sell when you can you are not for all markets,"[1118, 58, 7, 97, 7, 39, 12, 16]"
so did i ill be sworn he is simply the rarest,"[29, 86, 3, 63, 18, 571, 17, 13]"
shall i destroy him whether there or there or there,"[35, 3, 4695, 23, 678, 73, 50, 73]"
i will not slay thee but ill drive thee back,"[3, 26, 12, 2256, 40, 19, 63, 1495]"
the thing i have forsworn to grant may never,"[2, 179, 3, 20, 1278, 5, 656, 80]"
once in a seafight gainst the count his galleys,"[210, 11, 8, 5356, 1180, 2, 681, 25]"
stand stand we have the advantage of the ground,"[181, 181, 38, 20, 2, 1440, 6, 2]"
that sun i pray may never set i have told him,"[9, 390, 3, 123, 80, 130, 196, 3]"
tell him revenge is come to join with him,"[94, 23, 813, 13, 52, 5, 1109, 21]"
ere he would have hanged a man for the getting a,"[203, 17, 43, 20, 956, 8, 65, 16]"
if i have killd the issue of your womb,"[30, 3, 20, 889, 2, 964, 6, 27]"
a very good report o the worm but he that will,"[8, 142, 47, 614, 54, 2, 1765, 19]"
but something may be done that we will not,"[19, 641, 80, 18, 132, 9, 38, 26]"
am out of the road of rutting for ever,"[49, 89, 6, 2, 3727, 6, 12703, 16]"
and if he chance to speak be ready straight,"[4, 30, 17, 557, 5, 101, 18, 633]"
wouldst not be a villain but do me true service,"[555, 12, 18, 8, 493, 19, 31, 15]"
bedford if thou be slack ill fight it out,"[2404, 30, 28, 18, 2594, 63, 354, 14]"
broke be my sword my arms torn and defaced,"[849, 18, 10, 257, 10, 361, 3815, 4]"
his tears run down his beard like winters drops,"[25, 312, 394, 150, 25, 649, 87, 4800]"
what need she when she hath made you write to,"[32, 355, 48, 58, 48, 75, 114, 7]"
your beauty which did haunt me in my sleep,"[27, 664, 66, 86, 2018, 15, 11, 10]"
thou that my master is become a notable lover,"[28, 9, 10, 144, 13, 721, 8, 2830]"
hate me wherefore o me what news my love,"[433, 15, 961, 54, 15, 32, 320, 10]"
a pound of that same merchants flesh is thine,"[8, 1026, 6, 9, 337, 7633, 522, 13]"
confess it th one to th other and thine eyes,"[851, 14, 1952, 68, 5, 1952, 173, 4]"
and all the secrets of our camp ill show,"[4, 37, 2, 3936, 6, 56, 1595, 63]"
