text,text_indexes
as when thy lady and thy true love died,"[22, 58, 41, 185, 4, 41, 129, 59]"
as full of sorrows as the sea of sands,"[22, 247, 6, 1521, 22, 2, 321, 6]"
if not to hide what i have said to thee,"[30, 12, 5, 564, 32, 3, 20, 219]"
i will not fail your ladyship good morrow gentle lady,"[3, 26, 12, 1048, 27, 2717, 47, 1283]"
when a mans servant shall play the cur with him,"[58, 8, 417, 777, 35, 282, 2, 1738]"
look you it goes hard one that i brought up of a,"[115, 7, 14, 398, 414, 68, 9, 3]"
puppy one that i saved from drowning when three or,"[5671, 68, 9, 3, 1107, 60, 3293, 58]"
four of his blind brothers and sisters went to it,"[511, 6, 25, 794, 875, 4, 2502, 608]"
i have taught him even as one would say precisely,"[3, 20, 1051, 23, 167, 22, 68, 43]"
thus i would teach a dog i was sent to deliver,"[145, 3, 43, 600, 8, 452, 3, 53]"
him as a present to mistress silvia from my master,"[23, 22, 8, 514, 5, 299, 1687, 60]"
and i came no sooner into the diningchamber but he,"[4, 3, 259, 33, 1239, 236, 2, 14189]"
steps me to her trencher and steals her capons leg,"[3655, 15, 5, 34, 6263, 4, 2691, 34]"
o tis a foul thing when a cur cannot keep himself,"[54, 98, 8, 425, 179, 58, 8, 1738]"
in all companies i would have as one should say,"[11, 37, 7941, 3, 43, 20, 22, 68]"
one that takes upon him to be a dog indeed to be,"[68, 9, 647, 105, 23, 5, 18, 8]"
as it were a dog at all things if i had not had,"[22, 14, 74, 8, 452, 46, 37, 295]"
more wit than he to take a fault upon me that he did,"[55, 276, 79, 17, 5, 95, 8, 405]"
i think verily he had been hanged fort sure as i,"[3, 100, 3565, 17, 77, 125, 956, 909]"
live he had suffered fort you shall judge he,"[163, 17, 77, 2704, 909, 7, 35, 801]"
thrusts me himself into the company of three or four,"[14190, 15, 315, 236, 2, 706, 6, 225]"
all the chamber smelt him out with the dog says,"[37, 2, 861, 3587, 23, 89, 21, 2]"
one what cur is that says another whip him,"[68, 32, 1738, 13, 9, 353, 371, 1347]"
out says the third hang him up says the duke,"[89, 353, 2, 772, 479, 23, 107, 353]"
knew it was crab and goes me to the fellow that,"[399, 14, 53, 2952, 4, 398, 15, 5]"
whips the dogs friend quoth i you mean to whip,"[3621, 2, 1471, 235, 827, 3, 7, 264]"
the dog ay marry do i quoth he you do him,"[2, 452, 147, 237, 31, 3, 827, 17]"
the more wrong quoth i twas i did the thing you,"[2, 55, 340, 827, 3, 491, 3, 86]"
wot of he makes me no more ado but whips me out,"[1644, 6, 17, 285, 15, 33, 55, 2564]"
of the chamber how many masters would do this for,"[6, 2, 861, 70, 227, 574, 43, 31]"
his servant nay ill be sworn i have sat in the,"[25, 777, 151, 63, 18, 571, 3, 20]"
stocks for puddings he hath stolen otherwise he had,"[1890, 16, 7661, 17, 75, 1627, 2672, 17]"
been executed i have stood on the pillory for geese,"[125, 2700, 3, 20, 884, 42, 2, 14191]"
thou thinkest not of this now nay i remember the,"[28, 3683, 12, 6, 24, 44, 151, 3]"
trick you served me when i took my leave of madam,"[1164, 7, 1015, 15, 58, 3, 442, 10]"
silvia did not i bid thee still mark me and do as i,"[1687, 86, 12, 3, 248, 40, 204, 377]"
do when didst thou see me heave up my leg and make,"[31, 58, 445, 28, 85, 15, 4434, 107]"
in what you please ill do what i can,"[11, 32, 7, 239, 63, 31, 32, 3]"
marry sir i carried mistress silvia the dog you bade me,"[237, 57, 3, 1894, 299, 1687, 2, 452]"
marry she says your dog was a cur and tells you,"[237, 48, 353, 27, 452, 53, 8, 1738]"
currish thanks is good enough for such a present,"[14192, 592, 13, 47, 327, 16, 99, 8]"
no indeed did she not here have i brought him,"[33, 254, 86, 48, 12, 72, 20, 3]"
ay sir the other squirrel was stolen from me by,"[147, 57, 2, 173, 14193, 53, 1627, 60]"
the hangman boys in the marketplace and then i,"[2, 2113, 712, 11, 2, 5463, 4, 62]"
offered her mine own who is a dog as big as ten of,"[2357, 34, 102, 121, 106, 13, 8, 452]"
go get thee hence and find my dog again,"[76, 242, 40, 287, 4, 153, 10, 452]"
away i say stayst thou to vex me here,"[159, 3, 71, 14194, 28, 5, 2025, 15]"
a slave that still an end turns me to shame,"[8, 724, 9, 204, 78, 278, 1419, 15]"
partly that i have need of such a youth,"[1761, 9, 3, 20, 355, 6, 99, 8]"
it seems you loved not her to leave her token,"[14, 637, 7, 381, 12, 34, 5, 136]"
she dreams of him that has forgot her love,"[48, 1648, 6, 23, 9, 198, 941, 34]"
you dote on her that cares not for your love,"[7, 1954, 42, 34, 9, 1530, 12, 16]"
a fox to be the shepherd of thy lambs,"[8, 1285, 5, 18, 2, 1517, 6, 41]"
this ring i gave him when he parted from me,"[24, 466, 3, 366, 23, 58, 17, 1672]"
to plead for that which i would not obtain,"[5, 1298, 16, 9, 66, 3, 43, 12]"
to praise his faith which i would have dispraised,"[5, 459, 25, 206, 66, 3, 43, 20]"
yet will i woo for him but yet so coldly,"[84, 26, 3, 756, 16, 23, 19, 84]"
as heaven it knows i would not have him speed,"[22, 138, 14, 365, 3, 43, 12, 20]"
gentlewoman good day i pray you be my mean,"[2294, 47, 134, 3, 123, 7, 18, 10]"
to bring me where to speak with madam silvia,"[5, 208, 15, 108, 5, 101, 21, 357]"
what would you with her if that i be she,"[32, 43, 7, 21, 34, 30, 9, 3]"
if you be she i do entreat your patience,"[30, 7, 18, 48, 3, 31, 830, 27]"
to hear me speak the message i am sent on,"[5, 119, 15, 101, 2, 2049, 3, 49]"
go give your master this tell him from me,"[76, 90, 27, 144, 24, 94, 23, 60]"
i pray thee let me look on that again,"[3, 123, 40, 61, 15, 115, 42, 9]"
and full of newfound oaths which he will break,"[4, 247, 6, 14196, 858, 66, 17, 26]"
the more shame for him that he sends it me,"[2, 55, 290, 16, 23, 9, 17, 1780]"
for i have heard him say a thousand times,"[16, 3, 20, 215, 23, 71, 8, 454]"
mine shall not do his julia so much wrong,"[102, 35, 12, 31, 25, 3705, 29, 104]"
i think she doth and thats her cause of sorrow,"[3, 100, 48, 140, 4, 250, 34, 270]"
when she did think my master loved her well,"[58, 48, 86, 100, 10, 144, 381, 34]"
she in my judgment was as fair as you,"[48, 11, 10, 1043, 53, 22, 156, 22]"
the air hath starved the roses in her cheeks,"[2, 451, 75, 3318, 2, 3048, 11, 34]"
that now she is become as black as i,"[9, 44, 48, 13, 721, 22, 531, 22]"
our youth got me to play the womans part,"[56, 374, 586, 15, 5, 282, 2, 1002]"
which served me as fit by all mens judgments,"[66, 1015, 15, 22, 468, 36, 37, 834]"
as if the garment had been made for me,"[22, 30, 2, 2578, 77, 125, 114, 16]"
and at that time i made her weep agood,"[4, 46, 9, 110, 3, 114, 34, 389]"
if i in thought felt not her very sorrow,"[30, 3, 11, 233, 1227, 12, 34, 142]"
here youth there is my purse i give thee this,"[72, 374, 73, 13, 10, 732, 3, 90]"
for thy sweet mistress sake because thou lovest her,"[16, 41, 158, 299, 402, 525, 28, 1552]"
and she shall thank you fort if eer you know her,"[4, 48, 35, 261, 7, 909, 30, 821]"
i hope my masters suit will be but cold,"[3, 229, 10, 574, 537, 26, 18, 19]"
here is her picture let me see i think,"[72, 13, 34, 1777, 61, 15, 85, 3]"
if i had such a tire this face of mine,"[30, 3, 77, 99, 8, 2643, 24, 200]"
were full as lovely as is this of hers,"[74, 247, 22, 2290, 22, 13, 24, 6]"
if that be all the difference in his love,"[30, 9, 18, 37, 2, 1971, 11, 25]"
her eyes are grey as glass and so are mine,"[34, 141, 39, 1746, 22, 1012, 4, 29]"
ay but her foreheads low and mines as high,"[147, 19, 34, 14198, 841, 4, 2386, 22]"
what should it be that he respects in her,"[32, 83, 14, 18, 9, 17, 3622, 11]"
if this fond love were not a blinded god,"[30, 24, 1100, 59, 74, 12, 8, 5103]"
that used me so or else by jove i vow,"[9, 825, 15, 29, 50, 211, 36, 970]"
to make my master out of love with thee,"[5, 82, 10, 144, 89, 6, 59, 21]"
that silvia at friar patricks cell should meet me,"[9, 1687, 46, 837, 8080, 2108, 83, 253]"
she will not fail for lovers break not hours,"[48, 26, 12, 1048, 16, 1354, 296, 12]"
fear not the forest is not three leagues off,"[135, 12, 2, 1402, 13, 12, 225, 2388]"
o sir i find her milder than she was,"[54, 57, 3, 153, 34, 5460, 79, 48]"
ill wear a boot to make it somewhat rounder,"[63, 349, 8, 1625, 5, 82, 14, 4139]"
aside but love will not be spurrd to what,"[269, 19, 59, 26, 12, 18, 14200, 5]"
nay then the wanton lies my face is black,"[151, 62, 2, 1442, 396, 10, 200, 13]"
but pearls are fair and the old saying is,"[19, 5848, 39, 156, 4, 2, 139, 984]"
for i had rather wink than look on them,"[16, 3, 77, 272, 1581, 79, 115, 42]"
but well when i discourse of love and peace,"[19, 51, 58, 3, 1769, 6, 59, 4]"
aside but better indeed when you hold your peace,"[269, 19, 199, 254, 58, 7, 192, 27]"
aside she needs not when she knows it cowardice,"[269, 48, 516, 12, 58, 48, 365, 14]"
him he knew well and guessd that it was she,"[23, 17, 399, 51, 4, 6362, 9, 14]"
but being maskd he was not sure of it,"[19, 195, 4880, 17, 53, 12, 252, 6]"
at patricks cell this even and there she was not,"[46, 8080, 2108, 24, 167, 4, 73, 48]"
why this it is to be a peevish girl,"[91, 24, 14, 13, 5, 18, 8, 2656]"
and i will follow more to cross that love,"[4, 3, 26, 391, 55, 5, 938, 9]"
than hate for silvia that is gone for love,"[79, 433, 16, 1687, 9, 13, 207, 16]"
be patient we must bring you to our captain,"[18, 1183, 38, 88, 208, 7, 5, 56]"
go thou with her to the west end of the wood,"[76, 28, 21, 34, 5, 2, 1975, 278]"
there is our captain well follow him thats fled,"[73, 13, 56, 744, 51, 391, 23, 250]"
come i must bring you to our captains cave,"[52, 3, 88, 208, 7, 5, 56, 2687]"
how use doth breed a habit in a man,"[70, 243, 140, 1207, 8, 1646, 11, 8]"
these are my mates that make their wills their law,"[109, 39, 10, 3680, 9, 82, 92, 2345]"
they love me well yet i have much to do,"[45, 59, 15, 51, 84, 3, 20, 104]"
that would have forced your honour and your love,"[9, 43, 20, 1500, 27, 197, 4, 27]"
vouchsafe me for my meed but one fair look,"[2174, 15, 16, 10, 2060, 19, 68, 156]"
and less than this i am sure you cannot give,"[4, 367, 79, 24, 3, 49, 252, 7]"
aside how like a dream is this i see and hear,"[269, 70, 87, 8, 635, 13, 24, 3]"
but by my coming i have made you happy,"[19, 36, 10, 644, 3, 20, 114, 7]"
aside and me when he approacheth to your presence,"[269, 4, 15, 58, 17, 14201, 5, 27]"
i would have been a breakfast to the beast,"[3, 43, 20, 125, 8, 3007, 5, 2]"
whose lifes as tender to me as my soul,"[255, 2855, 22, 831, 5, 15, 22, 10]"
and full as much for more there cannot be,"[4, 247, 22, 104, 16, 55, 73, 162]"
o tis the curse in love and still approved,"[54, 98, 2, 702, 11, 59, 4, 204]"
for whose dear sake thou didst then rend thy faith,"[16, 255, 232, 402, 28, 445, 62, 2793]"
thou hast no faith left now unless thoudst two,"[28, 155, 33, 206, 303, 44, 626, 5760]"
and thats far worse than none better have none,"[4, 250, 304, 455, 79, 177, 199, 20]"
than plural faith which is too much by one,"[79, 14202, 206, 66, 13, 96, 104, 36]"
can no way change you to a milder form,"[97, 33, 148, 546, 7, 5, 8, 5460]"
ill woo you like a soldier at arms end,"[63, 756, 7, 87, 8, 677, 46, 361]"
and love you gainst the nature of loveforce ye,"[4, 59, 7, 1180, 2, 378, 6, 14203]"
thou hast beguiled my hopes nought but mine eye,"[28, 155, 4863, 10, 1066, 1069, 19, 102]"
could have persuaded me now i dare not say,"[128, 20, 3327, 15, 44, 3, 345, 12]"
i have one friend alive thou wouldst disprove me,"[3, 20, 68, 235, 1178, 28, 555, 14204]"
who should be trusted when ones own right hand,"[106, 83, 18, 3552, 58, 760, 121, 260]"
i am sorry i must never trust thee more,"[3, 49, 769, 3, 88, 130, 440, 40]"
but count the world a stranger for thy sake,"[19, 681, 2, 133, 8, 1410, 16, 41]"
the private wound is deepest o time most accurst,"[2, 1901, 963, 13, 8004, 54, 110, 126]"
mongst all foes that a friend should be the worst,"[3045, 37, 1058, 9, 8, 235, 83, 18]"
i tender t here i do as truly suffer,"[3, 831, 482, 72, 3, 31, 22, 489]"
is nor of heaven nor earth for these are pleased,"[13, 117, 6, 138, 117, 288, 16, 109]"
and that my love may appear plain and free,"[4, 9, 10, 59, 80, 879, 613, 4]"
all that was mine in silvia i give thee,"[37, 9, 53, 102, 11, 1687, 3, 90]"
why boy why wag how now whats the matter,"[91, 238, 91, 1987, 70, 44, 436, 2]"
o good sir my master charged me to deliver a ring,"[54, 47, 57, 10, 144, 1540, 15, 5]"
to madam silvia which out of my neglect was never done,"[5, 357, 1687, 66, 89, 6, 10, 3860]"
why this is the ring i gave to julia,"[91, 24, 13, 2, 466, 3, 366, 5]"
but how camest thou by this ring at my depart,"[19, 70, 1992, 28, 36, 24, 466, 46]"
behold her that gave aim to all thy oaths,"[900, 34, 9, 366, 1529, 5, 37, 41]"
how oft hast thou with perjury cleft the root,"[70, 595, 155, 28, 21, 7824, 3095, 2]"
be thou ashamed that i have took upon me,"[18, 28, 2402, 9, 3, 20, 442, 105]"
women to change their shapes than men their minds,"[653, 5, 546, 92, 1897, 79, 116, 92]"
fills him with faults makes him run through all the sins,"[2847, 23, 21, 822, 285, 23, 394, 395]"
what is in silvias face but i may spy,"[32, 13, 11, 8079, 200, 19, 3, 80]"
let me be blest to make this happy close,"[61, 15, 18, 1159, 5, 82, 24, 570]"
twere pity two such friends should be long foes,"[612, 480, 137, 99, 217, 83, 18, 186]"
bear witness heaven i have my wish for ever,"[169, 696, 138, 3, 20, 10, 339, 16]"
forbear forbear i say it is my lord the duke,"[2420, 2420, 3, 71, 14, 13, 10, 67]"
i dare thee but to breathe upon my love,"[3, 345, 40, 19, 5, 921, 105, 10]"
i hold him but a fool that will endanger,"[3, 192, 23, 19, 8, 216, 9, 26]"
his body for a girl that loves him not,"[25, 439, 16, 8, 1120, 9, 333, 23]"
i claim her not and therefore she is thine,"[3, 1034, 34, 12, 4, 245, 48, 13]"
to make such means for her as thou hast done,"[5, 82, 99, 326, 16, 34, 22, 28]"
take thou thy silvia for thou hast deserved her,"[95, 28, 41, 1687, 16, 28, 155, 1404]"
i thank your grace the gift hath made me happy,"[3, 261, 27, 175, 2, 985, 75, 114]"
to grant one boom that i shall ask of you,"[5, 656, 68, 14206, 9, 3, 35, 428]"
i grant it for thine own whateer it be,"[3, 656, 14, 16, 230, 121, 4782, 14]"
come let us go we will include all jars,"[52, 61, 81, 76, 38, 26, 14207, 37]"
and as we walk along i dare be bold,"[4, 22, 38, 517, 1054, 3, 345, 18]"
with our discourse to make your grace to smile,"[21, 56, 1769, 5, 82, 27, 175, 5]"
i think the boy hath grace in him he blushes,"[3, 100, 2, 238, 75, 175, 11, 23]"
i warrant you my lord more grace than boy,"[3, 447, 7, 10, 67, 55, 175, 79]"
please you ill tell you as we pass along,"[239, 7, 63, 94, 7, 22, 38, 448]"
that done our day of marriage shall be yours,"[9, 132, 56, 134, 6, 995, 35, 18]"
if you shall chance camillo to visit bohemia on,"[30, 7, 35, 557, 2364, 5, 2086, 3706]"
the like occasion whereon my services are now on,"[2, 87, 1598, 5718, 10, 2584, 39, 44]"
foot you shall see as i have said great,"[413, 7, 35, 85, 22, 3, 20, 219]"
i think this coming summer the king of sicilia,"[3, 100, 24, 644, 1849, 2, 93, 6]"
means to pay bohemia the visitation which he justly owes him,"[326, 5, 502, 3706, 2, 5548, 66, 17]"
wherein our entertainment shall shame us we will be,"[936, 56, 5994, 35, 290, 81, 38, 26]"
verily i speak it in the freedom of my knowledge,"[3565, 3, 101, 14, 11, 2, 3190, 6]"
not what to say we will give you sleepy drinks,"[12, 32, 5, 71, 38, 26, 90, 7]"
may though they cannot praise us as little accuse,"[80, 143, 45, 162, 459, 81, 22, 228]"
you pay a great deal too dear for whats given freely,"[7, 502, 8, 124, 939, 96, 232, 16]"
believe me i speak as my understanding instructs me,"[422, 15, 3, 101, 22, 10, 3972, 5509]"
though absent shook hands as over a vast and,"[143, 2013, 2130, 258, 22, 492, 8, 2515]"
embraced as it were from the ends of opposed,"[4667, 22, 14, 74, 60, 2, 1475, 6]"
i think there is not in the world either malice or,"[3, 100, 73, 13, 12, 11, 2, 133]"
comfort of your young prince mamillius it is a,"[506, 6, 27, 220, 265, 14208, 14, 13]"
i very well agree with you in the hopes of him it,"[3, 142, 51, 2831, 21, 7, 11, 2]"
is a gallant child one that indeed physics the,"[13, 8, 1379, 386, 68, 9, 254, 14209]"
subject makes old hearts fresh they that went on,"[948, 285, 139, 397, 896, 45, 9, 608]"
crutches ere he was born desire yet their life to,"[7757, 203, 17, 53, 449, 418, 84, 92]"
yes if there were no other excuse why they should,"[477, 30, 73, 74, 33, 173, 1378, 91]"
if the king had no son they would desire to live,"[30, 2, 93, 77, 33, 161, 45, 43]"
scene ii a room of state in the same,"[521, 1224, 8, 1055, 6, 334, 11, 2]"
the shepherds note since we have left our throne,"[2, 3168, 498, 212, 38, 20, 303, 56]"
would be find up my brother with our thanks,"[43, 18, 153, 107, 10, 262, 21, 56]"
go hence in debt and therefore like a cipher,"[76, 287, 11, 1238, 4, 245, 87, 8]"
i am questiond by my fears of what may chance,"[3, 49, 5684, 36, 10, 1077, 6, 32]"
no sneaping winds at home to make us say,"[33, 14210, 1339, 46, 267, 5, 82, 81]"
this is put forth too truly besides i have stayd,"[24, 13, 170, 294, 96, 489, 899, 3]"
well part the time betweens then and in that,"[51, 174, 2, 110, 8082, 62, 4, 11]"
there is no tongue that moves none none i the world,"[73, 13, 33, 224, 9, 1842, 177, 177]"
so soon as yours could win me so it should now,"[29, 530, 22, 330, 128, 606, 15, 29]"
were in your love a whip to me my stay,"[74, 11, 27, 59, 8, 1347, 5, 15]"
to you a charge and trouble to save both,"[5, 7, 8, 362, 4, 953, 5, 446]"
i had thought sir to have held my peace until,"[3, 77, 233, 57, 5, 20, 722, 10]"
you have drawn oaths from him not to stay you sir,"[7, 20, 809, 858, 60, 23, 12, 5]"
charge him too coldly tell him you are sure,"[362, 23, 96, 4028, 94, 23, 7, 39]"
to tell he longs to see his son were strong,"[5, 94, 17, 3507, 5, 85, 25, 161]"
but let him say so then and let him go,"[19, 61, 23, 71, 29, 62, 4, 61]"
but let him swear so and he shall not stay,"[19, 61, 23, 305, 29, 4, 17, 35]"
you take my lord ill give him my commission,"[7, 95, 10, 67, 63, 90, 23, 10]"
to let him there a month behind the gest,"[5, 61, 23, 73, 8, 1196, 709, 2]"
i love thee not a jar o the clock behind,"[3, 59, 40, 12, 8, 3797, 54, 2]"
you put me off with limber vows but i,"[7, 170, 15, 184, 21, 14212, 1189, 19]"
as potent as a lords will you go yet,"[22, 4193, 22, 8, 231, 26, 7, 76]"
not like a guest so you shall pay your fees,"[12, 87, 8, 2500, 29, 7, 35, 502]"
when you depart and save your thanks how say you,"[58, 7, 1092, 4, 446, 27, 592, 70]"
my prisoner or my guest by your dread verily,"[10, 1750, 50, 10, 2500, 36, 27, 1653]"
of my lords tricks and yours when you were boys,"[6, 10, 231, 1851, 4, 330, 58, 7]"
two lads that thought there was no more behind,"[137, 2229, 9, 233, 73, 53, 33, 55]"
we were as twinnd lambs that did frisk i the sun,"[38, 74, 22, 7805, 3811, 9, 86, 14213]"
and bleat the one at the other what we changed,"[4, 5852, 2, 68, 46, 2, 173, 32]"
in those unfledged days was my wife a girl,"[11, 182, 6910, 427, 53, 10, 191, 8]"
your precious self had then not crossd the eyes,"[27, 1497, 1356, 77, 62, 12, 3784, 2]"
your queen and i are devils yet go on,"[27, 202, 4, 3, 39, 1221, 84, 76]"
the offences we have made you do well answer,"[2, 2874, 38, 20, 114, 7, 31, 51]"
if you first sinnd with us and that with us,"[30, 7, 157, 5914, 21, 81, 4, 9]"
you did continue fault and that you slippd not,"[7, 86, 3291, 405, 4, 9, 7, 8054]"
what have i twice said well when wast before,"[32, 20, 3, 887, 219, 51, 58, 704]"
i prithee tell me crams with praise and makes,"[3, 515, 94, 15, 8049, 21, 459, 4]"
as fat as tame things one good deed dying tongueless,"[22, 802, 22, 1377, 295, 68, 47, 464]"
with spur we beat an acre but to the goal,"[21, 1544, 38, 547, 78, 7974, 19, 5]"
my last good deed was to entreat his stay,"[10, 274, 47, 464, 53, 5, 830, 25]"
what was my first it has an elder sister,"[32, 53, 10, 157, 14, 198, 78, 1962]"
or i mistake you o would her name were grace,"[50, 3, 1830, 7, 54, 43, 34, 152]"
but once before i spoke to the purpose when,"[19, 210, 168, 3, 560, 5, 2, 509]"
ere i could make thee open thy white hand,"[203, 3, 128, 82, 40, 638, 41, 599]"
and clap thyself my love then didst thou utter,"[4, 2381, 646, 10, 59, 62, 445, 28]"
why lo you now i have spoke to the purpose twice,"[91, 1219, 7, 44, 3, 20, 560, 5]"
i have tremor cordis on me my heart dances,"[3, 20, 14214, 14215, 42, 15, 10, 111]"
may a free face put on derive a liberty,"[80, 8, 467, 200, 170, 42, 4499, 8]"
and well become the agent t may i grant,"[4, 51, 721, 2, 4651, 482, 80, 3]"
as in a lookingglass and then to sigh as twere,"[22, 11, 8, 14216, 4, 62, 5, 972]"
the mort o the deer o that is entertainment,"[2, 14217, 54, 2, 1382, 54, 9, 13]"
they say it is a copy out of mine come captain,"[45, 71, 14, 13, 8, 5214, 89, 6]"
we must be neat not neat but cleanly captain,"[38, 88, 18, 3721, 12, 3721, 19, 6085]"
and yet the steer the heifer and the calf,"[4, 84, 2, 5371, 2, 14218, 4, 2]"
thou wantst a rough pash and the shoots that i have,"[28, 4784, 8, 1124, 8040, 4, 2, 14219]"
to be full like me yet they say we are,"[5, 18, 247, 87, 15, 84, 45, 71]"
as dice are to be wishd by one that fixes,"[22, 3192, 39, 5, 18, 1546, 36, 68]"
no bourn twixt his and mine yet were it true,"[33, 5323, 1135, 25, 4, 102, 84, 74]"
to say this boy were like me come sir page,"[5, 71, 24, 238, 74, 87, 15, 52]"
look on me with your welkin eye sweet villain,"[115, 42, 15, 21, 27, 3670, 241, 158]"
you look as if you held a brow of much distraction,"[7, 115, 22, 30, 7, 722, 8, 1241]"
lest it should bite its master and so prove,"[589, 14, 83, 1295, 1193, 144, 4, 29]"
how like methought i then was to this kernel,"[70, 87, 2100, 3, 62, 53, 5, 24]"
you will why happy man bes dole my brother,"[7, 26, 91, 570, 65, 14221, 4232, 10]"
are you so fond of your young prince as we,"[39, 7, 29, 1100, 6, 27, 220, 265]"
officed with me we two will walk my lord,"[14222, 21, 15, 38, 137, 26, 517, 10]"
how thou lovest us show in our brothers welcome,"[70, 28, 1552, 81, 209, 11, 56, 875]"
we are yours i the garden shalls attend you there,"[38, 39, 330, 3, 2, 2446, 5476, 1137]"
to your own bents dispose you youll be found,"[5, 27, 121, 14223, 3260, 7, 507, 18]"
though you perceive me not how i give line,"[143, 7, 796, 15, 12, 70, 3, 90]"
how she holds up the neb the bill to him,"[70, 48, 894, 107, 2, 14224, 2, 2413]"
and arms her with the boldness of a wife,"[4, 361, 34, 21, 2, 3482, 6, 8]"
go play boy play thy mother plays and i,"[76, 282, 238, 282, 41, 343, 1567, 4]"
play too but so disgraced a part whose issue,"[282, 96, 19, 29, 4733, 8, 174, 255]"
will hiss me to my grave contempt and clamour,"[26, 4149, 15, 5, 10, 520, 2066, 4]"
and many a man there is even at this present,"[4, 227, 8, 65, 73, 13, 167, 46]"
now while i speak this holds his wife by the arm,"[44, 356, 3, 101, 24, 894, 25, 191]"
that little thinks she has been sluiced ins absence,"[9, 228, 1037, 48, 198, 125, 7855, 1850]"
and his pond fishd by his next neighbour by,"[4, 25, 14225, 14226, 36, 25, 503, 1787]"
whiles other men have gates and those gates opend,"[1040, 173, 116, 20, 700, 4, 182, 700]"
from east west north and south be it concluded,"[60, 1621, 1975, 1360, 4, 2372, 18, 14]"
have the disease and feelt not how now boy,"[20, 2, 2803, 4, 5996, 12, 70, 44]"
you had much ado to make his anchor hold,"[7, 77, 104, 2564, 5, 82, 25, 14227]"
when i shall gust it last how camet camillo,"[58, 3, 35, 5148, 14, 274, 70, 14228]"
but so it is it is not was this taken,"[19, 29, 14, 13, 14, 13, 12, 53]"
with all the nearest things to my heart as well,"[21, 37, 2, 3938, 295, 5, 10, 111]"
if thou inclinest that way thou art a coward,"[30, 28, 14229, 9, 148, 28, 118, 8]"
from course required or else thou must be counted,"[60, 583, 3994, 50, 211, 28, 88, 18]"
that seest a game playd home the rich stake drawn,"[9, 1143, 8, 2119, 1710, 267, 2, 535]"
in every one of these no man is free,"[11, 275, 68, 6, 109, 33, 65, 13]"
to do a thing where i the issue doubted,"[5, 31, 8, 179, 108, 3, 2, 964]"
be plainer with me let me know my trespass,"[18, 5390, 21, 15, 61, 15, 69, 10]"
by its own visage if i then deny it,"[36, 1193, 121, 3678, 30, 3, 62, 594]"
but thats past doubt you have or your eyeglass,"[19, 250, 484, 370, 7, 20, 50, 27]"
resides not in that man that does not think,"[8043, 12, 11, 9, 65, 9, 271, 12]"
to have nor eyes nor ears nor thought then say,"[5, 20, 117, 141, 117, 470, 117, 233]"
blind with the pin and web but theirs theirs only,"[794, 21, 2, 1733, 4, 3154, 19, 1826]"
why then the world and all thats int is nothing,"[91, 62, 2, 133, 4, 37, 250, 835]"
my wife is nothing nor nothing have these nothings,"[10, 191, 13, 188, 117, 188, 20, 109]"
i say thou liest camillo and i hate thee,"[3, 71, 28, 1694, 2364, 4, 3, 433]"
canst with thine eyes at once see good and evil,"[403, 21, 230, 141, 46, 210, 85, 47]"
why he that wears her like a medal hanging,"[91, 17, 9, 1499, 34, 87, 8, 14232]"
have benched and reared to worship who mayst see,"[20, 14233, 4, 14234, 5, 975, 106, 1033]"
plainly as heaven sees earth and earth sees heaven,"[2848, 22, 138, 1082, 288, 4, 288, 1082]"
i could do this and that with no rash potion,"[3, 128, 31, 24, 4, 9, 21, 33]"
but with a lingering dram that should not work,"[19, 21, 8, 6969, 3478, 9, 83, 12]"
believe this crack to be in my dread mistress,"[422, 24, 1684, 5, 18, 11, 10, 1653]"
give scandal to the blood o the prince my son,"[90, 5039, 5, 2, 149, 54, 2, 265]"
who i do think is mine and love as mine,"[106, 3, 31, 100, 13, 102, 4, 59]"
will take again your queen as yours at first,"[26, 95, 178, 27, 202, 22, 330, 46]"
even for your sons sake and thereby for sealing,"[167, 16, 27, 483, 402, 4, 2634, 16]"
even so as i mine own course have set down,"[167, 29, 22, 3, 102, 121, 583, 20]"
dot and thou hast the one half of my heart,"[878, 4, 28, 155, 2, 68, 346, 6]"
i will seem friendly as thou hast advised me,"[3, 26, 463, 3150, 22, 28, 155, 2945]"
what case stand i in i must be the poisoner,"[32, 629, 181, 3, 11, 3, 88, 18]"
all that are his so too to do this deed,"[37, 9, 39, 25, 29, 96, 5, 31]"
nor brass nor stone nor parchment bears not one,"[117, 3633, 117, 1016, 117, 5398, 828, 12]"
forsake the court to dot or no is certain,"[1802, 2, 308, 5, 878, 50, 33, 13]"
as he had lost some province and a region,"[22, 17, 77, 325, 103, 6658, 4, 8]"
loved as he loves himself even now i met him,"[381, 22, 17, 333, 315, 167, 44, 3]"
a lip of much contempt speeds from me and,"[8, 1593, 6, 104, 2066, 5343, 60, 15]"
how dare not do not do you know and dare not,"[70, 345, 12, 31, 12, 31, 7, 69]"
for to yourself what you do know you must,"[16, 5, 490, 32, 7, 31, 69, 7]"
which shows me mine changed too for i must be,"[66, 790, 15, 102, 1217, 96, 16, 3]"
i cannot name the disease and it is caught,"[3, 162, 152, 2, 2803, 4, 14, 13]"
i have lookd on thousands who have sped the better,"[3, 20, 978, 42, 3608, 106, 20, 5962]"
if you know aught which does behove my knowledge,"[30, 7, 69, 850, 66, 271, 7076, 10]"
a sickness caught of me and yet i well,"[8, 2899, 1306, 6, 15, 4, 84, 3]"
